"","td","code","target"
"1249","T005","A265",0
"1250","T005","A270",4
"1251","T005","A271",1
"1252","T005","A272",2
"1253","T005","A280",0
"1254","T005","A284",1
"1255","T005","A285",4
"1256","T005","A287",0
"1257","T005","A298",2
"1258","T005","A303",3
"1259","T005","A304",1
"1260","T005","A305",1
"1261","T005","A306",2
"1262","T005","A308",1
"1263","T005","A310",2
"1264","T005","A314",0
"1265","T005","A319",2
"1266","T005","A320",3
"1267","T005","A322",4
"1268","T005","A324",4
"1269","T005","A325",3
"1270","T005","A327",2
"1271","T005","A329",4
"1272","T005","A333",0
"1273","T005","A340",4
"1274","T005","A343",1
"1275","T005","A349",4
"1276","T005","A352",0
"1277","T005","A355",0
"1278","T005","A358",1
"1279","T005","A360",3
"1280","T005","A361",0
"1281","T005","A363",3
"1282","T005","A365",0
"1283","T005","A366",2
"1284","T005","A369",4
"1285","T005","A370",4
"1286","T005","A376",3
"1287","T005","A377",0
"1288","T005","A378",1
"1289","T005","A379",4
"1290","T005","A390",3
"1291","T005","A391",2
"1292","T005","A392",4
"1293","T005","A394",2
"1294","T005","A399",2
"1295","T005","A400",3
"1296","T005","A410",3
"1297","T005","A417",0
"1298","T005","A421",2
"1299","T005","A422",1
"1300","T005","A424",1
"1301","T005","A426",0
"1302","T005","A429",2
"1303","T005","A430",4
"1304","T005","A432",2
"1305","T005","A433",2
"1306","T005","A437",0
"1307","T005","A441",0
"1308","T005","A442",2
"1309","T005","A443",0
"1310","T005","A444",4
"1311","T005","A445",1
"1312","T005","A447",0
"1313","T005","A455",1
"1314","T005","A464",1
"1315","T005","A468",0
"1316","T005","A469",2
"1317","T005","A473",0
"1318","T005","A478",4
"1319","T005","A483",3
"1320","T005","A485",2
"1321","T005","A488",4
"1322","T005","A489",2
"1323","T005","A491",1
"1324","T005","A494",3
"1325","T005","A496",0
"1326","T005","A497",0
"1327","T005","A501",0
"1328","T005","A502",4
"1329","T005","A504",2
"1330","T005","A505",2
"1331","T005","A506",4
"1332","T005","A507",2
"1333","T005","A509",2
"1334","T005","A513",2
"1335","T005","A517",4
"1336","T005","A518",4
"1337","T005","A520",2
"1338","T005","A522",1
"1339","T005","A523",0
"1340","T005","A529",1
"1341","T005","A530",0
"1342","T005","A537",0
"1343","T005","A538",1
"1344","T005","A540",4
"1345","T005","A541",0
"1346","T005","A548",4
"1347","T005","A549",4
"1348","T005","A551",3
"1349","T005","A552",3
"1350","T005","A553",3
"1351","T005","A557",4
"1352","T005","A558",2
"1353","T005","A564",2
"1354","T005","A565",2
"1355","T005","A566",2
"1356","T005","A574",4
"1357","T005","A581",4
"1358","T005","A587",2
"1359","T005","A591",3
"1360","T005","A594",2
"1361","T005","A599",0
"1362","T005","A606",2
"1363","T005","A609",0
"1364","T005","A610",3
"1365","T005","A614",4
"1366","T005","A616",2
"1367","T005","A618",1
"1368","T005","A619",1
"1369","T005","A620",1
"1370","T005","A627",4
"1371","T005","A628",2
"1372","T005","A632",2
"1373","T005","A636",0
"1374","T005","A637",2
"1375","T005","A640",4
"1376","T005","A641",0
"1377","T005","A643",2
"1378","T005","A645",1
"1379","T005","A647",1
"1380","T005","A648",3
"1381","T005","A649",1
"1382","T005","A652",4
"1383","T005","A653",0
"1384","T005","A658",0
"1385","T005","A659",0
"1386","T005","A662",0
"1387","T005","A663",1
"1388","T005","A664",3
"1389","T005","A666",2
"1390","T005","A668",3
"1391","T005","A670",3
"1392","T005","A673",1
"1393","T005","A675",3
"1394","T005","A683",2
"1395","T005","A687",1
"1396","T005","A688",2
"1397","T005","A690",2
"1398","T005","A692",3
"1399","T005","A694",3
"1400","T005","A696",2
"1401","T005","A697",2
"1402","T005","A698",1
"1403","T005","A699",1
"1404","T005","A701",2
"1405","T005","A708",1
"1406","T005","A709",0
"1407","T005","A711",4
"1408","T005","A719",4
"1409","T005","A722",4
"1410","T005","A724",0
"1411","T005","A727",1
"1412","T005","A732",1
"1413","T005","A733",1
"1414","T005","A736",1
"1415","T005","A738",0
"1416","T005","A740",0
"1417","T005","A742",4
"1418","T005","A745",4
"1419","T005","A746",1
"1420","T005","A747",1
"1421","T005","A752",4
"1422","T005","A753",2
"1423","T005","A759",1
"1424","T005","A766",2
"1425","T005","A772",3
"1426","T005","A773",3
"1427","T005","A775",2
"1428","T005","A776",0
"1429","T005","A779",1
"1430","T005","A786",1
"1431","T005","A788",2
"1432","T005","A789",0
"1433","T005","A794",0
"1434","T005","A795",4
"1435","T006","A005",1
"1436","T006","A006",3
"1437","T006","A007",2
"1438","T006","A011",1
"1439","T006","A012",4
"1440","T006","A017",4
"1441","T006","A019",2
"1442","T006","A021",3
"1443","T006","A024",3
"1444","T006","A029",4
"1445","T006","A030",2
"1446","T006","A031",2
"1447","T006","A032",4
"1448","T006","A034",1
"1449","T006","A037",4
"1450","T006","A038",1
"1451","T006","A039",4
"1452","T006","A041",4
"1453","T006","A043",0
"1454","T006","A045",3
"1455","T006","A046",1
"1456","T006","A050",3
"1457","T006","A051",4
"1458","T006","A054",1
"1459","T006","A060",3
"1460","T006","A062",2
"1461","T006","A066",0
"1462","T006","A067",3
"1463","T006","A069",1
"1464","T006","A072",2
"1465","T006","A074",2
"1466","T006","A076",4
"1467","T006","A078",0
"1468","T006","A086",0
"1469","T006","A087",0
"1470","T006","A092",2
"1471","T006","A094",4
"1472","T006","A101",3
"1473","T006","A106",3
"1474","T006","A108",4
"1475","T006","A110",0
"1476","T006","A111",1
"1477","T006","A115",1
"1478","T006","A116",4
"1479","T006","A117",3
"1480","T006","A118",0
"1481","T006","A122",0
"1482","T006","A124",2
"1483","T006","A127",1
"1484","T006","A132",0
"1485","T006","A135",4
"1486","T006","A144",3
"1487","T006","A145",1
"1488","T006","A147",3
"1489","T006","A154",1
"1490","T006","A158",3
"1491","T006","A159",0
"1492","T006","A165",0
"1493","T006","A168",3
"1494","T006","A172",0
"1495","T006","A175",1
"1496","T006","A178",1
"1497","T006","A179",0
"1498","T006","A181",3
"1499","T006","A185",1
"1500","T006","A188",2
"1501","T006","A191",4
"1502","T006","A194",0
"1503","T006","A196",1
"1504","T006","A197",3
"1505","T006","A199",1
"1506","T006","A204",1
"1507","T006","A205",2
"1508","T006","A206",0
"1509","T006","A207",3
"1510","T006","A210",4
"1511","T006","A216",1
"1512","T006","A217",1
"1513","T006","A219",0
"1514","T006","A223",4
"1515","T006","A230",1
"1516","T006","A232",4
"1517","T006","A236",2
"1518","T006","A237",0
"1519","T006","A238",2
"1520","T006","A239",0
"1521","T006","A244",4
"1522","T006","A245",2
"1523","T006","A249",2
"1524","T006","A250",2
"1525","T006","A252",1
"1526","T006","A253",0
"1527","T006","A254",4
"1528","T006","A257",1
"1529","T006","A260",3
"1530","T006","A261",3
"1531","T006","A265",4
"1532","T006","A270",1
"1533","T006","A271",3
"1534","T006","A272",4
"1535","T006","A280",0
"1536","T006","A284",4
"1537","T006","A285",3
"1538","T006","A287",2
"1539","T006","A298",0
"1540","T006","A303",3
"1541","T006","A304",2
"1542","T006","A305",3
"1543","T006","A306",1
"1544","T006","A308",1
"1545","T006","A310",1
"1546","T006","A314",4
"1547","T006","A319",4
"1548","T006","A320",1
"1549","T006","A322",2
"1550","T006","A324",3
"1551","T006","A325",2
"1552","T006","A327",3
"1553","T006","A329",1
"1554","T006","A333",4
"1555","T006","A340",1
"1556","T006","A343",0
"1557","T006","A349",3
"1558","T006","A352",0
"1559","T006","A355",2
"1560","T006","A358",2
"1561","T006","A360",3
"1562","T006","A361",4
"1563","T006","A363",4
"1564","T006","A365",0
"1565","T006","A366",0
"1566","T006","A369",4
"1567","T006","A370",4
"1568","T006","A376",0
"1569","T006","A377",2
"1570","T006","A378",2
"1571","T006","A379",3
"1572","T006","A390",4
"1573","T006","A391",3
"1574","T006","A392",1
"1575","T006","A394",2
"1576","T006","A399",1
"1577","T006","A400",0
"1578","T006","A401",4
"1579","T006","A410",4
"1580","T006","A417",0
"1581","T006","A421",3
"1582","T006","A422",3
"1583","T006","A424",1
"1584","T006","A426",3
"1585","T006","A429",4
"1586","T006","A430",1
"1587","T006","A432",1
"1588","T006","A433",0
"1589","T006","A437",2
"1590","T006","A442",3
"1591","T006","A443",2
"1592","T006","A444",0
"1593","T006","A447",1
"1594","T006","A455",0
"1595","T006","A464",3
"1596","T006","A468",1
"1597","T006","A469",1
"1598","T006","A473",2
"1599","T006","A478",2
"1600","T006","A483",0
"1601","T006","A485",1
"1602","T006","A488",1
"1603","T006","A489",2
"1604","T006","A491",1
"1605","T006","A496",4
"1606","T006","A497",0
"1607","T006","A501",3
"1608","T006","A502",2
"1609","T006","A504",4
"1610","T006","A505",0
"1611","T006","A506",0
"1612","T006","A507",2
"1613","T006","A509",4
"1614","T006","A513",0
"1615","T006","A517",0
"1616","T006","A518",1
"1617","T006","A520",1
"1618","T006","A522",1
"1619","T006","A523",3
"1620","T006","A529",4
"1621","T006","A530",3
"1622","T006","A537",4
"1623","T006","A538",2
"1624","T006","A540",0
"1625","T006","A541",0
"1626","T006","A548",0
"1627","T006","A549",3
"1628","T006","A551",4
"1629","T006","A552",3
"1630","T006","A553",2
"1631","T006","A557",0
"1632","T006","A558",0
"1633","T006","A564",3
"1634","T006","A565",4
"1635","T006","A566",0
"1636","T006","A574",2
"1637","T006","A578",0
"1638","T006","A581",4
"1639","T006","A587",3
"1640","T006","A591",0
"1641","T006","A594",0
"1642","T006","A599",2
"1643","T006","A606",2
"1644","T006","A609",2
"1645","T006","A610",2
"1646","T006","A614",2
"1647","T006","A616",1
"1648","T006","A618",3
"1649","T006","A619",4
"1650","T006","A620",2
"1651","T006","A626",4
"1652","T006","A627",0
"1653","T006","A628",0
"1654","T006","A632",0
"1655","T006","A636",0
"1656","T006","A637",4
"1657","T006","A640",1
"1658","T006","A641",2
"1659","T006","A643",2
"1660","T006","A645",4
"1661","T006","A647",2
"1662","T006","A648",1
"1663","T006","A649",3
"1664","T006","A652",2
"1665","T006","A653",1
"1666","T006","A658",0
"1667","T006","A659",0
"1668","T006","A662",0
"1669","T006","A663",1
"1670","T006","A664",4
"1671","T006","A666",4
"1672","T006","A668",2
"1673","T006","A670",2
"1674","T006","A673",2
"1675","T006","A675",4
"1676","T006","A683",2
"1677","T006","A687",4
"1678","T006","A688",2
"1679","T006","A690",1
"1680","T006","A692",1
"1681","T006","A694",3
"1682","T006","A696",3
"1683","T006","A697",3
"1684","T006","A698",4
"1685","T006","A699",4
"1686","T006","A701",1
"1687","T006","A708",3
"1688","T006","A709",3
"1689","T006","A711",2
"1690","T006","A719",4
"1691","T006","A722",0
"1692","T006","A724",3
"1693","T006","A727",3
"1694","T006","A732",1
"1695","T006","A733",4
"1696","T006","A736",3
"1697","T006","A738",2
"1698","T006","A740",3
"1699","T006","A742",0
"1700","T006","A745",3
"1701","T006","A746",0
"1702","T006","A747",3
"1703","T006","A752",4
"1704","T006","A753",4
"1705","T006","A759",0
"1706","T006","A766",1
"1707","T006","A772",2
"1708","T006","A773",4
"1709","T006","A775",4
"1710","T006","A776",2
"1711","T006","A779",2
"1712","T006","A786",1
"1713","T006","A788",1
"1714","T006","A789",2
"1715","T006","A794",3
"1716","T006","A795",3
"1717","T007","A005",2
"1718","T007","A006",0
"1719","T007","A007",3
"1720","T007","A011",4
"1721","T007","A012",1
"1722","T007","A017",4
"1723","T007","A019",2
"1724","T007","A021",3
"1725","T007","A024",1
"1726","T007","A029",3
"1727","T007","A030",4
"1728","T007","A031",0
"1729","T007","A032",4
"1730","T007","A034",2
"1731","T007","A037",3
"1732","T007","A038",1
"1733","T007","A039",2
"1734","T007","A041",3
"1735","T007","A043",0
"1736","T007","A045",0
"1737","T007","A046",2
"1738","T007","A050",2
"1739","T007","A051",2
"1740","T007","A060",0
"1741","T007","A062",4
"1742","T007","A066",2
"1743","T007","A067",1
"1744","T007","A069",2
"1745","T007","A072",1
"1746","T007","A074",3
"1747","T007","A076",2
"1748","T007","A086",3
"1749","T007","A087",4
"1750","T007","A092",2
"1751","T007","A094",2
"1752","T007","A101",3
"1753","T007","A106",4
"1754","T007","A108",3
"1755","T007","A110",1
"1756","T007","A111",3
"1757","T007","A115",1
"1758","T007","A116",0
"1759","T007","A117",2
"1760","T007","A118",0
"1761","T007","A122",1
"1762","T007","A124",0
"1763","T007","A127",3
"1764","T007","A135",4
"1765","T007","A144",4
"1766","T007","A145",3
"1767","T007","A147",4
"1768","T007","A152",0
"1769","T007","A154",1
"1770","T007","A158",1
"1771","T007","A159",2
"1772","T007","A165",4
"1773","T007","A168",3
"1774","T007","A172",0
"1775","T007","A175",3
"1776","T007","A178",4
"1777","T007","A179",0
"1778","T007","A181",4
"1779","T007","A185",4
"1780","T007","A188",3
"1781","T007","A191",0
"1782","T007","A194",0
"1783","T007","A196",2
"1784","T007","A197",2
"1785","T007","A204",2
"1786","T007","A205",2
"1787","T007","A206",3
"1788","T007","A207",1
"1789","T007","A210",0
"1790","T007","A216",4
"1791","T007","A217",0
"1792","T007","A219",4
"1793","T007","A223",3
"1794","T007","A230",4
"1795","T007","A232",1
"1796","T007","A236",2
"1797","T007","A237",4
"1798","T007","A238",3
"1799","T007","A239",4
"1800","T007","A244",1
"1801","T007","A245",1
"1802","T007","A249",0
"1803","T007","A250",1
"1804","T007","A252",2
"1805","T007","A253",0
"1806","T007","A254",0
"1807","T007","A256",4
"1808","T007","A257",2
"1809","T007","A260",1
"1810","T007","A261",2
"1811","T007","A265",3
"1812","T007","A270",3
"1813","T007","A271",3
"1814","T007","A272",1
"1815","T007","A280",4
"1816","T007","A284",2
"1817","T007","A285",1
"1818","T007","A287",4
"1819","T007","A298",1
"1820","T007","A303",3
"1821","T007","A304",0
"1822","T007","A305",4
"1823","T007","A306",4
"1824","T007","A308",1
"1825","T007","A310",0
"1826","T007","A314",4
"1827","T007","A319",1
"1828","T007","A320",3
"1829","T007","A322",0
"1830","T007","A324",4
"1831","T007","A325",2
"1832","T007","A327",2
"1833","T007","A329",0
"1834","T007","A333",3
"1835","T007","A340",3
"1836","T007","A343",0
"1837","T007","A349",3
"1838","T007","A352",4
"1839","T007","A355",2
"1840","T007","A358",4
"1841","T007","A360",4
"1842","T007","A361",3
"1843","T007","A363",0
"1844","T007","A365",0
"1845","T007","A366",0
"1846","T007","A369",4
"1847","T007","A370",4
"1848","T007","A376",1
"1849","T007","A377",4
"1850","T007","A378",1
"1851","T007","A379",3
"1852","T007","A390",1
"1853","T007","A391",2
"1854","T007","A392",1
"1855","T007","A394",3
"1856","T007","A400",3
"1857","T007","A401",0
"1858","T007","A410",3
"1859","T007","A417",3
"1860","T007","A418",4
"1861","T007","A421",0
"1862","T007","A422",0
"1863","T007","A424",3
"1864","T007","A426",2
"1865","T007","A429",4
"1866","T007","A430",2
"1867","T007","A432",4
"1868","T007","A433",1
"1869","T007","A437",2
"1870","T007","A442",3
"1871","T007","A443",0
"1872","T007","A444",2
"1873","T007","A445",3
"1874","T007","A447",1
"1875","T007","A455",0
"1876","T007","A464",1
"1877","T007","A468",4
"1878","T007","A469",2
"1879","T007","A473",0
"1880","T007","A478",4
"1881","T007","A483",2
"1882","T007","A485",4
"1883","T007","A488",3
"1884","T007","A489",3
"1885","T007","A491",1
"1886","T007","A496",4
"1887","T007","A497",2
"1888","T007","A501",0
"1889","T007","A502",4
"1890","T007","A504",4
"1891","T007","A505",1
"1892","T007","A506",2
"1893","T007","A507",2
"1894","T007","A509",3
"1895","T007","A513",4
"1896","T007","A517",4
"1897","T007","A518",2
"1898","T007","A520",0
"1899","T007","A522",4
"1900","T007","A523",4
"1901","T007","A529",1
"1902","T007","A530",2
"1903","T007","A537",0
"1904","T007","A538",2
"1905","T007","A540",2
"1906","T007","A541",4
"1907","T007","A548",1
"1908","T007","A549",4
"1909","T007","A551",1
"1910","T007","A552",2
"1911","T007","A553",0
"1912","T007","A557",3
"1913","T007","A558",1
"1914","T007","A564",1
"1915","T007","A565",3
"1916","T007","A566",1
"1917","T007","A574",3
"1918","T007","A578",1
"1919","T007","A581",1
"1920","T007","A584",4
"1921","T007","A587",0
"1922","T007","A591",0
"1923","T007","A594",4
"1924","T007","A599",1
"1925","T007","A606",1
"1926","T007","A609",1
"1927","T007","A610",3
"1928","T007","A614",1
"1929","T007","A616",2
"1930","T007","A618",1
"1931","T007","A619",1
"1932","T007","A620",2
"1933","T007","A626",0
"1934","T007","A627",0
"1935","T007","A628",1
"1936","T007","A632",0
"1937","T007","A636",3
"1938","T007","A637",4
"1939","T007","A640",0
"1940","T007","A641",1
"1941","T007","A643",1
"1942","T007","A645",3
"1943","T007","A647",0
"1944","T007","A648",2
"1945","T007","A649",3
"1946","T007","A652",2
"1947","T007","A653",2
"1948","T007","A658",4
"1949","T007","A659",0
"1950","T007","A663",3
"1951","T007","A664",0
"1952","T007","A666",3
"1953","T007","A668",0
"1954","T007","A670",0
"1955","T007","A673",3
"1956","T007","A675",4
"1957","T007","A683",2
"1958","T007","A684",2
"1959","T007","A687",0
"1960","T007","A688",1
"1961","T007","A690",2
"1962","T007","A692",2
"1963","T007","A694",1
"1964","T007","A696",0
"1965","T007","A697",1
"1966","T007","A698",3
"1967","T007","A699",0
"1968","T007","A701",0
"1969","T007","A708",4
"1970","T007","A709",1
"1971","T007","A711",1
"1972","T007","A719",2
"1973","T007","A722",2
"1974","T007","A724",3
"1975","T007","A727",3
"1976","T007","A732",0
"1977","T007","A733",2
"1978","T007","A736",0
"1979","T007","A738",1
"1980","T007","A740",4
"1981","T007","A742",0
"1982","T007","A745",3
"1983","T007","A746",2
"1984","T007","A747",2
"1985","T007","A752",2
"1986","T007","A753",1
"1987","T007","A759",4
"1988","T007","A766",3
"1989","T007","A772",3
"1990","T007","A773",4
"1991","T007","A775",0
"1992","T007","A776",1
"1993","T007","A779",0
"1994","T007","A786",3
"1995","T007","A788",3
"1996","T007","A789",1
"1997","T007","A794",4
"1998","T007","A795",0
"1999","T008","A005",0
"2000","T008","A006",1
"2001","T008","A007",2
"2002","T008","A011",3
"2003","T008","A012",2
"2004","T008","A017",1
